type,commenter,comment,source_index,date_time,ip
推,lss1022,收到$30等$100,60,01/23 07:54,
推,sggs,+1,60,01/23 08:04,
推,lairichard08,+1,60,01/23 08:54,
推,passenger10,感恩 等100再處理了,60,01/23 09:05,
推,jjcmonster,推,60,01/23 11:20,
推,miserymax,+1,60,01/23 13:26,
推,hlwh,謝謝,60,01/23 14:29,
推,yu0604,收到30,60,01/24 01:01,
→,AIRPOKE001,收30，等100,60,01/24 15:46,
→,willko,原來是這個30都忘記了,60,01/24 22:05,
→,Kazamatsuri,等收到100你也會忘記是哪個活動 XD,60,01/24 22:13,
→,Kazamatsuri,不過全盈跟悠遊付一樣有備註是什麼活動不是嗎？,60,01/24 22:15,
→,cmk8,line bnk,61,01/23 15:19,
→,cmk8,line bank,61,01/23 15:19,
推,ghytrfvbnmju,網銀都很快吧,61,01/23 15:21,
→,bemaz,一堆大公司大老闆都是跟銀行貸款來經營，去銀行說要貸款都,61,01/23 15:26,
→,bemaz,會帶去專區有椅子坐而不會站櫃檯窗口等，對銀行而言，放款,61,01/23 15:26,
→,bemaz,有其他通道，自己不講沒人知道，所以銀行貸款比親友借款還,61,01/23 15:26,
→,bemaz,顧面子,61,01/23 15:26,
→,awin519,銀行希望你快點來借錢咧 為啥拉不下臉跑窗口,61,01/23 15:30,
→,shangclock,遇過接電話的都是當天或隔天就撥款了…,61,01/23 15:32,
推,TZUYIC,效率也太差了吧，換一家銀行吧，多的是希望你趕快來貸款的,61,01/23 15:37,
推,bemaz,線上申請應該有單號可以打電話去查進度吧，,61,01/23 15:41,
推,tndh,銀行最愛有貢獻度的客戶了,61,01/23 16:06,
→,catuncle1,真不知道為何很多人總喜歡跟這些銀行往來，明明台灣的,61,01/23 16:54,
→,catuncle1,銀行這麼多,61,01/23 16:54,
噓,tornado1621,都2024了，還有人跟垃圾傳統銀行貸款？,61,01/23 17:14,
推,sora0115,比起存錢銀行更喜歡借錢的 跑現場沒什麼好丟臉的,61,01/23 17:14,
→,Kenhon,我遇到的都是簽約後當天或隔天早上匯款喔,61,01/23 17:19,
推,runrunkaka,1/9 送過去，如果你這邊沒有問題，那台新真的是廢，,61,01/23 17:37,
→,runrunkaka,不然就是業務壓件,61,01/23 17:37,
→,iomirror626,Line bank超快 你考慮一下,61,01/23 17:50,
→,iomirror626,台新你沒有業務幫你處理嗎？ 問他最快,61,01/23 17:53,
→,iomirror626,感覺被壓件機率很大…年前案件多 達標就壓著,61,01/23 17:56,
推,klyuch,也好啊，這樣就撐過去不用借了，不是也挺好的,61,01/23 18:03,
推,tomap41017,LineBank,61,01/23 18:44,
→,Goog1e,急著用錢還用郵寄簽約 感覺你也沒很急嘛,61,01/23 19:25,
→,Goog1e,你知道寄信的流程多慢嗎？郵寄本身就要時間，信件寄達後會,61,01/23 19:27,
→,Goog1e,在收發室，然後人工轉傳至各部門，整疊文件再轉給各業務負,61,01/23 19:27,
→,Goog1e,責人，然後整疊申請書再一一依序處理，光用想的就知道一定,61,01/23 19:27,
→,Goog1e,會拖很久。真的急的話就不該用這種方式，直接找專員接洽最,61,01/23 19:27,
→,Goog1e,快，或是用純網銀快速撥款,61,01/23 19:28,
→,Altair,純網銀審批速度快 利率又不錯,61,01/23 19:41,
推,PitzMan,跟純網銀辦啦~~~,61,01/23 19:43,
推,QVicToriAQ,將來銀啊 純線上解決,61,01/23 20:39,
推,cindy033,將來銀行，超快,61,01/23 20:52,
推,MingPK,傳統銀行不是一堆都有沒事一直打電話推銷的電銷部門，那,61,01/23 21:11,
→,MingPK,種都超快啊，當天或隔天就撥款。,61,01/23 21:11,
→,chrisstar,我信貸過富邦 永豐 將來,61,01/23 21:58,
→,chrisstar,線上填資料 email附件往來,61,01/23 21:58,
→,chrisstar,最慢不超過5個工作天撥款,61,01/23 21:58,
→,chrisstar,你那家是什麼鳥單位？,61,01/23 21:58,
推,cytochrome,通常你急銀行就會拉價,61,01/23 23:21,
→,cytochrome,有時候是真的太慢就不要了,61,01/23 23:22,
噓,ex250203,你知道有個板叫Loan板嗎,61,01/23 23:51,
→,ivymorita,樂天 玉山撥款也蠻快的,61,01/24 01:15,
→,tealee,將來 跟line 填一填視訊 就撥款惹 zzz,61,01/24 02:16,
推,hackshield,Line bank 將來 樂天 撥款速度都很快 下次真有急用可,61,01/24 02:19,
→,hackshield,以試試看,61,01/24 02:19,
推,newforte,信用很爛的 Line bank還是有可能拖到2禮拜撥款,61,01/24 08:04,
推,mevellous,有app可以點的都超快,61,01/24 08:20,
推,Enota,純網銀的速度真的快,61,01/24 11:14,
噓,lise1017,這三小？,61,01/24 11:19,
→,SHENG2014,沒消息，八成應該就是沒核過吧,61,01/24 17:00,
推,jambug,純網銀讚，將來的信貸體驗很快，利率也棒,61,01/24 17:33,
推,silenthillwu,千金難買早知道,61,01/24 20:47,
推,tonyian,line bank我上次測試貸款10萬塊結果拖超過一周才核撥，,61,01/25 10:00,
→,tonyian,"真是智障，後來就不用了，還打來問說快到期嘍怎不用,我",61,01/25 10:00,
→,tonyian,說因為不需要了,61,01/25 10:00,
→,tonyian,跟信用沒啥關係吧，我沒車貸沒房貸，每家銀行信用卡都是,61,01/25 10:03,
→,tonyian,每月繳清沒循環金，還有收入所得證明，月收入都超過我借,61,01/25 10:03,
→,tonyian,貸金額了，拖一周才給，真的很智障,61,01/25 10:03,
推,ching7896,我覺得原本有貸款會更好過，代表償還能力很好XD,61,01/25 16:31,
推,xkp74580,Linebank 實測不到兩個小時就撥款了,61,01/26 08:21,
→,xkp74580,利率也不錯 參考一下,61,01/26 08:21,
→,longtung5566,"你會用PTT , 但要借錢不知道要找純網銀？",61,01/26 10:12,
推,AceSoprano,樂天 將來 Line Bank 你參考一下,61,01/26 10:51,
推,yomax,早知道 XD,61,01/26 23:17,
推,iljie,我遇過最爛的是臺企銀，讓我跑了四五次，每次回家了才打電,61,01/26 23:47,
→,iljie,話來說什麼哪裡還沒簽到蓋到章，很莫名其妙,61,01/26 23:47,
→,iljie,最快的是將來銀行，很快就拉聯徵對保，結束隔天就入帳,61,01/26 23:48,
推,kobe741107,55000以下永豐  55000以上台新  有薪轉國泰,62,01/23 16:24,
→,HMKRL,換多幣金融卡 直接日本領,62,01/23 17:34,
推,imkiwiwi,多幣金融卡國外領直接即期匯率,62,01/23 18:47,
推,f4612,永豐提領外幣帳戶我記得手續費是0.9%,62,01/23 19:13,
推,jerrty,沒韓幣？,62,01/23 19:43,
推,lemonsamon,永豐多幣簽帳卡好用，可以先換，有需要再去國外領，,62,01/23 21:21,
→,lemonsamon,免跨國手續費,62,01/23 21:21,
推,clv,所以提領免手續費嗎,62,01/23 21:45,
→,willko,不是要刷卡才免手續費,62,01/23 21:49,
推,HMKRL,自己去看多幣金融卡的活動啦 刷一筆提領就免手續費,62,01/23 22:42,
→,imagine1015,永豐多幣金融卡2024開始，要跨國領當地幣別，須於上,62,01/24 00:24,
→,imagine1015,個月任刷一筆即可免手續費,62,01/24 00:24,
推,minanron,在日本領過，免手續費直接提領很好用,62,01/24 22:54,
推,f4612,請問日本有推薦免手續費的銀行atm嗎？,62,01/25 02:12,
推,iqmen2003,免手續費真的好用,62,01/25 12:07,
推,kobe741107,日旅版是說小7的atm免手續費 全家lawson好像要220円,62,01/25 15:52,
推,vestinland,內文在講在台灣領...結果推文完全在講另一件事，在國,62,01/25 21:12,
→,vestinland,外領還是要看ATM所屬機構/銀行會不會再收一筆服務費,62,01/25 21:12,
→,vestinland,或是問匯率轉換，除了這個，永豐的卡在某些非使用美,62,01/25 21:12,
→,vestinland,金國家的ATM會問你要不要用他們動態匯率轉換成美金扣,62,01/25 21:12,
→,vestinland,款（剛好外幣帳戶只有美金），可能會判斷？你點不要,62,01/25 21:12,
→,vestinland,就是當地幣別扣,62,01/25 21:12,
→,vestinland,日本提領那個儘量在白天領，一過下午五點還六點就是,62,01/25 21:13,
→,vestinland,各種外加手續費時段，除非佛心到晚上領也不另外收手,62,01/25 21:13,
→,vestinland,續費,62,01/25 21:13,
推,jimsam,Seven bank 我晚上領過也是免手續費,62,01/26 12:55,
推,BabyWolf,推樓樓上 而且原文的逗點要看好唷 在台灣領是從台幣帳戶,62,01/27 01:44,
→,BabyWolf,用現鈔匯率(比即期貴)領才免手續費 先週三換好到外幣帳,62,01/27 01:45,
→,BabyWolf,戶是不適用的 https://i.imgur.com/gxJwlbZ.png,62,01/27 01:45,
→,BabyWolf,目前在國內從外幣帳戶領 一般戶免手續費好像就國泰活動?,62,01/27 01:46,
→,BabyWolf,喔不是逗點是分號XD,62,01/27 01:47,
推,lunaseas,對，國泰台幣外幣都免手續費，先用CUBE APP換匯再到ATM,62,01/29 13:04,
→,lunaseas,提領就可以，可以換到即期匯率,62,01/29 13:04,
推,GANTOE,默默拿起手機打開華南銀行+,63,01/23 21:16,
→,GANTOE,看著我的餘額眼神死-__-,63,01/23 21:17,
噓,cytochrome,星展銀行合併出包都不用罰喔，笑死什麼大小眼包庇星,63,01/23 21:33,
→,cytochrome,展的金管會,63,01/23 21:33,
→,cytochrome,與花旗銀行合併過程中，對華南銀行的指控，星展銀行,63,01/23 21:38,
→,cytochrome,也通通適用,63,01/23 21:38,
→,cytochrome,「未針對資訊系統轉換作業完善建立客戶權益保護措施,63,01/23 21:38,
→,cytochrome,、未確實執行資訊系統轉換作業相關規範、未確實執行,63,01/23 21:38,
→,cytochrome,重大偶發事件通報程序、查核報告未能完整提供事件過,63,01/23 21:38,
→,cytochrome,程，核有未完善建立及未確實執行內部控制制度之情事,63,01/23 21:38,
→,cytochrome,」,63,01/23 21:38,
→,bailan,過路財神,63,01/23 21:56,
推,kevinapo,請問哪裡可以辦入帳會多兩個0的帳戶呢,63,01/23 21:57,
推,PitzMan,哈哈XD,63,01/23 22:21,
→,tomsawyer,去年發生的事情 選完才發新聞是吧,63,01/23 22:22,
推,stocktonty,該來去開一個華南的戶頭了@W@,63,01/23 23:38,
推,clv,請問 這段錯誤的時間 有算利息嗎,63,01/23 23:46,
推,ajax4444,凌晨1點發錢、4點更正，凌晨才3個小時就有142戶把錢轉走,63,01/23 23:46,
推,Shiver705,這些機會,63,01/24 01:43,
→,bailan,過路財神機會是你的也沒用阿,63,01/24 08:16,
→,pocketwolf,未繳回就抓起來啊 還要我教啊,63,01/24 09:59,
推,bryanwang,真棒的華南,63,01/24 11:09,
推,carpkuo,所以是有花到財政部的錢嗎？,63,01/24 14:31,
→,buffon,小錢啦 華南去年營收創23年新高,63,01/24 14:43,
推,andy0055,這種案件：如果死不還給銀行會發生什麼事情啊？,63,01/25 08:52,
噓,pippen2002,星展銀行合併出包都不用罰喔?,63,01/25 22:12,
→,ivanami,跟轉錯帳一樣吧？告上法院用不當得利的理由...,63,01/26 00:38,
→,catuncle1,其實凱基銀要有高利活存，這種美金定存吸引不了人的,64,01/24 00:18,
→,catuncle1,開發金算是金控中少有完整的金融體系，但銀行還是太弱,64,01/24 00:19,
→,chrisstar,我一直覺得凱基這名格局很小,64,01/24 09:08,
→,chrisstar,不知高層為何愛到一直改名,64,01/24 09:08,
→,chrisstar,若說名字要政治正確,64,01/24 09:08,
→,chrisstar,人家中國信託經營得有聲有色,64,01/24 09:08,
→,chrisstar,連改都不用改,64,01/24 09:08,
推,PitzMan,請益為何這種6個月5%多高利定存吸引不了人呢?~~~0.0,64,01/24 10:10,
→,catuncle1,因為其他銀行也都在推這個，加上還要放6個月,64,01/24 10:14,
→,catuncle1,其實狀況剛好相反，開發金一直想改成凱基，但說是歷史,64,01/24 10:15,
→,catuncle1,意義，所以金控名一直不能改，叫凱基是因為當初辜家二,64,01/24 10:15,
→,catuncle1,公子到大陸，怕用「中國」之名會強碰，才用諧音用凱基,64,01/24 10:16,
→,catuncle1,補充，不是大陸，是香港,64,01/24 10:21,
推,YIHE,（舉手）那 請問王道為什麼叫王道，不叫地下道？,64,01/24 13:12,
推,Palladium,"凱基外幣匯出只有免手續費, 沒有免220電報費",64,01/24 13:35,
→,Palladium,"千萬等級尊富會員也一樣, 但更高階的鐫永會員就不知了",64,01/24 13:37,
→,buffon,所以凱基是 Cathy 諧音? 長見識了,64,01/24 14:36,
→,buffon,打錯  是 Cathay,64,01/24 14:37,
推,hlwh,今天電聯真的可以免匯入手續費，謝謝原po。,64,01/24 16:36,
→,pippen2002,某O大很快來報到~~,64,01/25 21:59,
→,pippen2002,5.5%?可是你匯率 很醜!吃掉了%%%%!!,64,01/25 21:59,
推,pippen2002,沒有免220電報費?? QQ,64,01/25 22:10,
→,operatorm,中信6%還有貨啊,64,01/26 08:00,
推,stevensevens,目前最高前三名排的到5.5嗎？,64,01/26 23:50,
推,BabyWolf,凱基沒有匯出全免 不過其實100萬也就300多張100USD好像,64,01/27 01:58,
→,BabyWolf,沒很重 有勇者要搞人肉運鈔嗎XD,64,01/27 01:58,
→,TopG,6%單筆要10萬鎂 也算是一個門檻,64,01/28 21:37,
推,stocktonty,一次降兩碼太狠了,65,01/10 19:22,
→,operatorm,"6個月超高利1到期的話,剛好去拿6%",65,01/11 07:43,
推,berserkman,降兩碼太粗暴QQ,65,01/11 07:56,
→,operatorm,"可惜我是1年計,得留到7月",65,01/11 14:35,
推,eXcFerGodSt,中信不能拆單 10萬鎂會超過補充保費吧,65,01/13 09:05,
→,operatorm,12萬多筆啊,65,01/14 11:21,
→,pippen2002,匯 差你有賺嗎?  呵呵呵~~,65,01/14 20:31,
→,MHPTT,可以設定按月給息 就不會超過補充保費,65,01/19 01:04,
推,vet1242000,網站好像沒有特別提到跨轉通路欸,66,01/11 02:04,
推,VenQoo,*跨行轉帳優惠僅限,66,01/11 02:12,
→,VenQoo,【本行網路 / APP通路、本行 / 跨行實體ATM】,66,01/11 02:13,
推,TZUYIC,跟去年一樣沒有限制，月初討論串已講過，實際交易也是如此,66,01/11 02:13,
推,ykkdc,提醒一下台企銀數帳優惠活存的起息門檻比較高，要一萬才起,66,01/11 03:42,
→,ykkdc,息，如果有幾千塊零錢想暫時先放這裡就不適合,66,01/11 03:42,
推,passenger10,讚耶 台灣p每月20也很棒,66,01/11 07:43,
推,p155239,讚喔,66,01/11 07:49,
→,hahawo,感謝y大提醒,66,01/11 08:15,
推,StaurusW,去年太晚發現台灣pay20元 少買好幾杯飲料,66,01/11 08:16,
推,janice01,這家就剩每個月拿20的功能,66,01/11 08:28,
推,starwillow,謝謝y大提醒之前都沒注意到,66,01/11 08:43,
推,jack168168tw,台灣pay 20元還在 讚讚,66,01/11 08:48,
推,charles0939,我現在才知道20元的事,66,01/11 09:11,
→,charles0939,還有首次扣繳拿200元的事,66,01/11 09:11,
推,vencoorty,繼續每月1元解任務拿19元XD,66,01/11 09:19,
→,oian0114,想請問台企能提升單筆的非約轉限額嗎,66,01/11 09:21,
→,oian0114,還是有哪家數位帳戶有高利有轉帳優惠又可以提高非約轉,66,01/11 09:21,
→,oian0114,限額？國泰死了就不知道還有哪家適合...,66,01/11 09:21,
推,targa123,1000美金活存任務好像也值得做？上海那個1000我擺好久XD,66,01/11 09:31,
推,quoiquoi,美金活期起息變高了，但9個月3.75比台銀6個月3.6高一點,66,01/11 09:36,
→,bailan,台企活動還不少，還行阿,66,01/11 09:38,
→,bailan,就放點錢玩活動就好了,66,01/11 09:39,
推,charles0939,大家有幾個台企數位帳戶？,66,01/11 09:48,
→,charles0939,我看我那些每個都有20次免費跨轉耶,66,01/11 09:48,
→,charles0939,應該都可以賺20元,66,01/11 09:48,
推,deersummer,感謝每月首筆回饋20元。,66,01/11 10:07,
→,bailan,台企的台灣pay除了20那個，還有加數位會員後，台灣pay消費,66,01/11 10:20,
→,bailan,有50%點數(相當5%回饋),66,01/11 10:20,
→,ivanami,首筆用點數全額折抵也有回饋20元,66,01/11 10:25,
→,ivanami,台企最適合小額繳稅，單筆幾百元繳後回饋等值150,66,01/11 10:26,
推,BabyWolf,太好了 說這個月也還剩一週可解消費任務?,66,01/11 10:45,
→,BabyWolf,去年8月買套牢的美金活存也可以擺著了XD,66,01/11 10:48,
→,steven60116,感謝台企銀，台灣pay 20元還在真的太好,66,01/11 11:20,
推,Kazamatsuri,1月消費任務到月底前都能做，反正1月不論新舊權益最,66,01/11 12:10,
→,Kazamatsuri,多總共就是一樣只能拿20就是了,66,01/11 12:10,
推,BabyWolf,"我是說""累計消費金額達500元""這個任務啦XD",66,01/11 12:15,
推,hdw,原來還有每月拿20喔~~!!讚喔,66,01/11 12:18,
→,BabyWolf,因為之前還不確定1/21後也有加碼 所以還沒刷這個月的500,66,01/11 12:18,
→,hdw,HOKI是要另外再申請嗎??消費500感覺不難,66,01/11 12:19,
→,BabyWolf,需要在1/18前刷完 才會有1/21-2/20的加碼0.2%,66,01/11 12:19,
推,Kazamatsuri,那個就一樣18號前到就21號開始，超過就等下個月21號,66,01/11 12:20,
→,Kazamatsuri,啦～,66,01/11 12:20,
推,Kazamatsuri,那個消費任務不就跟新光類似，就算沒延一樣1/18前結,66,01/11 12:23,
→,Kazamatsuri,算有達標，1/21就還是有加碼一個月？,66,01/11 12:23,
推,Kazamatsuri,數位會員申請很簡單，APP登入後下方入口加入就可以,66,01/11 12:24,
→,Kazamatsuri,啦～,66,01/11 12:24,
→,BabyWolf,"不是唷 之前的注意事項是寫""最後檢核條件時間為113年12",66,01/11 12:25,
→,BabyWolf,月18日;最後優惠利率生效時間為113年12月21日至113年12,66,01/11 12:25,
→,BabyWolf,月31日止 所以如果沒新公告的話就沒 跟新光規則不同,66,01/11 12:26,
→,BabyWolf,啊不是貼錯  是要貼最後檢核時間112年12月18日那個XD,66,01/11 12:28,
推,Kazamatsuri,"好吧，因為沒做任務沒注意時間 ^^""",66,01/11 12:31,
推,hdw,原來HOKI那麼簡單，我以為又要幹嘛，完全不想弄,66,01/11 12:53,
→,hdw,感謝大大說明,66,01/11 12:53,
推,vet1242000,一個id不是只能開一個台企數位帳戶？為何有人可以賺20,66,01/11 14:14,
→,vet1242000,元xN次,66,01/11 14:14,
→,operatorm,"我的首次扣繳拿200元已領3次,謎之以『卡』計首次,讚嘆",66,01/11 14:33,
→,operatorm,"台企銀。今年再辦1卡,明年在領首次200試試",66,01/11 14:33,
→,operatorm,/再,66,01/11 14:34,
推,charles0939,以前可以開很多個,66,01/11 15:15,
→,charles0939,例如國泰的數位帳戶，我一人就有10個，還寄了10張卡,66,01/11 15:16,
→,charles0939,片過來,66,01/11 15:16,
→,charles0939,只參加過一次國泰卡的ATM活動,66,01/11 15:17,
推,TZUYIC,臺灣企銀數位帳戶剛上市就是一個ID只能開ID，會有很多帳戶,66,01/11 15:36,
→,TZUYIC,可以操作，應該是有很多人頭吧。,66,01/11 15:36,
→,TZUYIC,                                      *一戶數位帳戶,66,01/11 15:37,
→,charles0939,以前剛出來,66,01/11 16:07,
→,charles0939,各家比較沒有限制一人只能一戶,66,01/11 16:07,
→,charles0939,所以我台銀一人也有二戶數位,66,01/11 16:08,
→,charles0939,感覺不錯,66,01/11 16:08,
→,bailan,不過台企APP有個問題，白天遇過好多次登入超慢，前兩天中,66,01/11 19:07,
推,cloudlight,怎麼才1.5啊,66,01/11 19:08,
→,bailan,午出去玩時去買台鐵便當，開付款碼等到想改開別家銀行APP,66,01/11 19:08,
推,ykkdc,台企app登入真的很慢x3 不好的使用體驗，亟待改善,66,01/11 19:46,
推,TZUYIC,我以為登入很慢是我的手機太老，原來不只是我有這種感覺。,66,01/11 19:47,
→,TZUYIC,"那我就放心了，登入很慢跟手機沒有關係。^^""",66,01/11 19:47,
推,hedgehogbaby,台企銀APP登入真的超級慢,66,01/11 20:00,
→,bailan,不過晚上還能接受，白天時常常超慢,66,01/11 20:26,
推,Kazamatsuri,用台灣行動支付APP付款一樣有20元回饋 累積任務應該,66,01/11 20:58,
→,Kazamatsuri,也算吧？,66,01/11 20:58,
推,mdHsieh,感恩,66,01/12 01:15,
推,vet1242000,感謝op大的開示,66,01/12 01:46,
推,vet1242000,感謝Tz大，印象有段時間改回自家通路，沒想到又改回來,66,01/12 03:01,
→,vet1242000,了...,66,01/12 03:01,
推,Usamiakihiko,20任務只有消費，不含轉帳繳費喔,66,01/12 07:41,
推,Kazamatsuri,去年初就改回跨轉優惠不限本行ATM了 XD,66,01/12 11:06,
推,DFIGHT,要1/21後才開戶 現在還沒到 之前的是舊戶 陷阱喔,66,01/12 11:13,
推,DFIGHT,美金利率比較低 沒吸引力,66,01/12 11:15,
推,DFIGHT,有說新戶1.8%到什麼時候嗎？,66,01/12 11:17,
推,DFIGHT,買基金才加0.2% 會缺這錢麼？ 另外台灣pay付錢達500以上,66,01/12 11:21,
→,DFIGHT,才加碼0.2% 其他支付都不知道回饋多少錢了 這加碼根本韭,66,01/12 11:21,
→,DFIGHT,菜才去加 越加碼越吃虧,66,01/12 11:21,
→,yjlee0829,感謝樓上提醒 新戶差點這幾天辦下去,66,01/12 12:18,
推,starchiang,我用app登錄很快啊,66,01/12 12:41,
→,bailan,看時段，現在似乎還好，上午下午就通常很慢,66,01/12 12:52,
→,zoeforcee,跨轉20次就給推,66,01/12 15:40,
推,clv,台灣PAY要用哪個APP？,66,01/12 20:08,
→,ivanami,台企銀自己的或台灣行動支付皆可,66,01/12 21:55,
推,chijay0606,請問每月20元的回饋，可以從哪裡確認有拿到呢？,66,01/13 08:22,
推,TZUYIC,看你的活存交易明細就能看到了。,66,01/13 09:22,
→,bailan,交易完馬上就會入了,66,01/13 09:25,
推,chijay0606,謝謝樓上大大們的回覆，原來是我自己打鐵了，之前查錯,66,01/13 10:25,
→,chijay0606,帳戶，一直查不到入帳，今天終於查對帳戶了XD,66,01/13 10:25,
推,tingiy,好像沒次數顯示,66,01/13 11:13,
噓,LTpeacecraft,慘了，看了這篇去開完戶，太糟了，1/21紅明顯,66,01/13 12:45,
→,bailan,1/21前不也是新戶嗎？ 前一版的優惠差不多吧,66,01/13 19:35,
推,YIHE,公股就剩這家沒開，實在沒啥誘因。,66,01/13 20:48,
推,DFIGHT,https://i.imgur.com/XFB6iKr.jpg,66,01/14 07:09,
→,DFIGHT,https://i.imgur.com/GlZa4il.jpg,66,01/14 07:09,
→,DFIGHT,1/21前就剩1.5%,66,01/14 07:09,
→,ivanami,陷阱？？樓上有用「企銀」關鍵字搜過前一檔1.8%新戶到哪,66,01/14 10:20,
→,ivanami,時嗎？,66,01/14 10:20,
推,GANTOE,台灣Pay讚啦~Good Job,66,01/15 18:08,
→,louic,那個臺灣pay  若交易完，再刷退？20元會被扣回嗎？,66,01/15 21:26,
推,tornado1621,廢到笑，之前王道2%已放,67,01/11 16:14,
推,TZUYIC,先等王道2%期滿再看情況決定～,67,01/11 16:25,
推,YIHE,都開完戶了2%定存 趴！沒了 /__\,67,01/11 16:38,
推,Miyanishi25,王道屌打,67,01/11 17:14,
→,gcd68388,請問新光今年還有電子支付存提20萬活動嗎?,67,01/11 18:55,
→,gcd68388,"爬到文章了,OU帳戶還有, 但我的是從數位帳戶轉有摺,",67,01/11 19:00,
→,gcd68388,這樣有符合活動資格嗎?,67,01/11 19:01,
推,id4,王道2%已經沒有了，這個還不錯,67,01/11 20:17,
→,id4,看起來是活期存款，隨時要使用都可以,67,01/11 20:17,
→,operatorm,http://i.imgur.com/otaPrKY.jpg 西瓜難波萬,67,01/11 20:27,
→,operatorm,王道2%已死,67,01/11 20:33,
推,charles0939,昨天才收到王道2%簡訊,67,01/11 20:45,
推,PitzMan,我看了有一個問題，是需要先存到專案專戶，可以提領出來,67,01/11 20:50,
→,PitzMan,，剩下款項適用優利1.66%；那我有問題是可以再存進去超過,67,01/11 20:50,
→,PitzMan,原本開立專案的存款金額嗎???,67,01/11 20:50,
→,PitzMan,假設不能再增加優利的存款額度那這樣蠻死的...,67,01/11 20:51,
推,TZUYIC,一筆存入之後就固定了，移出就不能存入，所以如果你想要享,67,01/11 21:03,
→,TZUYIC,受實質的利息利益，最好是當成定存來存，一毛都不要提出直,67,01/11 21:03,
→,TZUYIC,到存期屆滿。,67,01/11 21:04,
→,operatorm,"存入就是最大值,只能領出不能加碼",67,01/11 21:04,
→,TZUYIC,他會設計成要用錢時可以讓你轉入活存，當然是因為對銀行來,67,01/11 21:04,
→,TZUYIC,說這有最大利益，一旦你領出部分金額，他就可以不必再提供,67,01/11 21:05,
→,TZUYIC,那些提出金額的利息計算了，以銀行觀點是只有好處沒有壞處,67,01/11 21:05,
推,PitzMan,感謝T大，這樣我還是存渣打龍喜利拉 比較靈活~~,67,01/11 21:15,
→,PitzMan,因為我隨時跟股票交割款移來移去~~,67,01/11 21:16,
→,PitzMan,新光這活存跟類定存蠻像的...,67,01/11 21:17,
→,PitzMan,因為我王道拆成10萬10萬一筆，萬一股票買太多要用交割也,67,01/11 21:18,
→,PitzMan,只是10萬10萬解就好...剩下的沒解的也是享受定存2%利率..,67,01/11 21:18,
→,PitzMan,.,67,01/11 21:18,
推,BabyWolf,他可以申請十個專案帳戶 所以如果真的錢非常多還是可以,67,01/11 21:19,
→,BabyWolf,操作吧 只是你要先增加高於已領出的部分讓他扣掉後夠多,67,01/11 21:20,
→,Takadanobaba,承作金額是比較它活動設定的基準日。好利兔我原本,67,01/11 23:15,
→,Takadanobaba,存兩筆各100，後來先結清再匯入100，連同結清的200,67,01/11 23:15,
→,Takadanobaba,承作一筆新的300。匯豐渣打存款上限是300，新光上,67,01/11 23:15,
→,Takadanobaba,限可以拉到3000，所以活存300以上3000以下的區間，,67,01/11 23:15,
→,Takadanobaba,新光目前應該是無對手。,67,01/11 23:15,
→,operatorm,"1000萬↑資產,單筆300萬↑,臨櫃開有1.88%",67,01/12 09:53,
推,zoeforcee,哈哈 我已經辦王道新戶 他最近推的新戶6.66% 看到馬上,67,01/12 15:39,
→,zoeforcee,辦 很怕沒名額,67,01/12 15:39,
→,Takadanobaba,問一個關鍵問題。新光臨櫃活動會不會找理專出來？,67,01/12 21:24,
→,operatorm,看你$_$權重啊,67,01/12 21:36,
→,operatorm,搞1.88%建議找理專辦,67,01/12 21:40,
→,operatorm,1.66%自己搞。vip理專手動昇比較快,67,01/12 21:41,
→,Takadanobaba,去年底好利兔參加後系統好像已經自動昇vip有個99轉,67,01/13 04:46,
→,Takadanobaba,，但用不到沒研究。我是怕遇到太積極的理專，不知,67,01/13 04:46,
→,Takadanobaba,道新光是哪種風格,67,01/13 04:46,
→,operatorm,"你有嘴能拒絕啊,說錢要買股票,擺%就好",67,01/14 04:43,
→,pippen2002,廢到笑~~每元爽爽賺!,67,01/14 20:31,
推,catalina0919,推T大，新光OU2.4%一起進行，利息拿好拿滿,67,01/22 18:55,
推,fastfu,買東西：n點折抵>>現金入帳，退貨：現金出帳>>n點返回，,68,01/11 18:54,
→,fastfu,應該要這樣才對,68,01/11 18:54,
推,fastfu,當然你刷的金額也會退回,68,01/11 18:56,
推,josephwraith,我退過psn點卡，錢入帳戶，將將點變負數,68,01/11 19:21,
→,kkkk1234,N點折抵就是刷多少金額就把多少N點換現金 刷退不會取消,68,01/11 19:41,
→,kkkk1234,「折抵」這件事 所以先刷了再刷退就可以把N點換現金,68,01/11 19:41,
推,fastfu,原來如此，長知識，所以要把N點直接變現金的話…,68,01/11 23:03,
推,Kazamatsuri,不過N點只要有換成現金就會被報稅喔 XD,68,01/11 23:17,
→,kkkk1234,「銷售勞務之折讓」正常來說不用申報所得 像悠遊卡公司,68,01/12 00:28,
→,kkkk1234,一堆消費活動都寫回饋算其他所得 請客服詢問相關部門後,68,01/12 00:28,
→,kkkk1234,得到一樣的答案 我覺得很不合理 後來請客服幫我向相關,68,01/12 00:28,
→,kkkk1234,單位確認為何不是「銷售勞務之折讓」,68,01/12 00:28,
→,kkkk1234,最後的結果是 https://i.imgur.com/kqva7TS.jpg,68,01/12 00:28,
→,kkkk1234,我記得將來申報的只有利息/新戶禮/邀請禮/繳費回饋 沒,68,01/12 00:28,
